Date,Open,High,Low,Close
2016-09-14,11.04,11.15,10.97,11
2016-09-15,10.98,11.325,10.92,11.27
2016-09-16,11.27,11.34,11.085,11.15
2016-09-19,11.23,11.36,10.95,11.05
2016-09-20,11.13,11.22,10.99,11.15
2016-09-21,11.14,11.71,11.14,11.66
2016-09-22,11.75,11.8,11.53,11.78
2016-09-23,11.77,12,11.7,11.94
2016-09-26,11.91,11.95,11.675,11.71
2016-09-27,11.68,11.76,11.61,11.73
2016-09-28,11.69,11.86,11.5327,11.79
2016-09-29,11.79,11.95,11.64,11.72
2016-09-30,11.73,11.98,11.69,11.92
2016-10-03,11.85,12.14,11.84,11.93
2016-10-04,12.01,12.17,11.93,11.97
2016-10-05,12,12.14,11.89,11.91
2016-10-06,11.83,11.83,11.74,11.77
2016-10-07,11.76,11.82,11.71,11.75
2016-10-10,11.82,12.19,11.82,12.04
2016-10-11,12.05,12.2,11.88,12
2016-10-12,11.95,12.115,11.81,12.09
2016-10-13,11.99,12.52,11.99,12.12
2016-10-14,12.13,12.3718,11.96,12.12
