Date,Open,High,Low,Close
2015-10-14,1.87,1.94,1.8599999999999999,1.9
2015-10-15,1.9,1.9863,1.9,1.96
2015-10-16,1.95,1.98,1.9,1.97
2015-10-19,1.95,2.1,1.95,2.1
2015-10-20,2.19,2.2999,2.16,2.17
2015-10-21,2.2,2.2800000000000002,2.15,2.22
2015-10-22,2.27,2.5,2.25,2.27
2015-10-23,2.36,2.5,2.24,2.43
2015-10-26,2.5300000000000002,2.68,2.44,2.64
2015-10-27,2.75,2.77,2.2800000000000002,2.45
2015-10-28,2.75,2.75,2.33,2.44
2015-10-29,2.4699999999999998,2.4699999999999998,2.25,2.25
2015-10-30,2.25,2.48,2.21,2.48
2015-11-02,2.48,2.61,2.44,2.55
2015-11-03,2.55,2.6,2.52,2.55
2015-11-04,2.6,2.6,2.45,2.52
2015-11-05,2.43,2.51,2.37,2.45
2015-11-06,2.45,2.6,2.4199,2.55
2015-11-09,2.51,2.64,2.5,2.58
2015-11-10,2.6,2.6,2.49,2.55
2015-11-11,2.52,2.54,2.4698,2.51
2015-11-12,2.5,2.5,2.44,2.44
2015-11-13,2.41,2.42,2.2,2.34
2015-11-16,2.32,2.32,2.21,2.32
2015-11-17,2.26,2.36,2.23,2.23
2015-11-18,2.22,2.295,2.2,2.27
2015-11-19,2.29,2.3335,2.22,2.26
2015-11-20,2.29,2.35,2.25,2.35
2015-11-23,2.39,2.43,2.33,2.43
2015-11-24,2.31,2.41,2.29,2.39
2015-11-25,2.39,2.41,2.3,2.34
2015-11-27,2.35,2.37,2.31,2.34
2015-11-30,2.34,2.4,2.34,2.4
2015-12-01,2.39,2.51,2.38,2.41
2015-12-02,2.5,2.55,2.45,2.54
2015-12-03,2.55,2.6142,2.45,2.48
2015-12-04,2.61,2.65,2.5,2.64
2015-12-07,2.65,2.79,2.5709999999999997,2.65
2015-12-08,2.65,2.75,2.58,2.6
2015-12-09,2.64,2.73,2.61,2.63
2015-12-10,2.65,2.7,2.61,2.69
