Date,Open,High,Low,Close
2016-09-14,21.38,21.45,21.24,21.25
2016-09-15,21.31,21.65,21.09,21.61
2016-09-16,21.65,22.03,21.445,21.6
2016-09-19,21.74,22.04,21.58,21.71
2016-09-20,21.73,21.77,21.46,21.48
2016-09-21,21.6,21.75,21.39,21.53
2016-09-22,21.72,21.79,21.5,21.68
2016-09-23,21.6,21.77,21.34,21.46
2016-09-26,21.28,21.5953,21.24,21.26
2016-09-27,21.22,21.22,20.7,20.72
2016-09-28,20.78,20.93,20.58,20.93
2016-09-29,20.95,21.0582,20.72,20.91
2016-09-30,20.93,21.21,20.91,21
2016-10-03,20.87,21.28,20.83,21.21
2016-10-04,21.21,21.395,20.96,20.99
2016-10-05,21.06,21.23,20.88,21
2016-10-06,20.86,21.05,20.71,20.77
2016-10-07,20.72,20.86,20.46,20.72
2016-10-10,20.9,22.156,19.8,20.8
2016-10-11,21,21,20.35,20.5
2016-10-12,20.65,20.7,20.3,20.5
2016-10-13,20.45,20.45,20,20.3
2016-10-14,20.25,20.35,19.6,19.7
