Date,Open,High,Low,Close
2016-09-14,27.6,28.05,27.11,27.38
2016-09-15,27.47,27.69,27.18,27.37
2016-09-16,27.24,27.45,26.77,27.28
2016-09-19,27.45,27.78,27.02,27.1
2016-09-20,27.17,27.2295,26.28,26.33
2016-09-21,26.31,27.07,26.15,26.97
2016-09-22,27.32,27.42,26.8,26.85
2016-09-23,26.56,27.84,26.46,27.72
2016-09-26,27.45,27.58,25.7999,25.89
2016-09-27,25.98,26.49,25.69,26.28
2016-09-28,26.12,26.47,25.9,26.42
2016-09-29,26.44,26.45,24.96,25.05
2016-09-30,25.15,25.54,24.53,24.55
2016-10-03,24.5,24.89,23.8436,24.41
2016-10-04,24.48,24.886,23.65,23.74
2016-10-05,23.86,24.73,23.7,24.59
2016-10-06,24.42,24.481,23.62,23.68
2016-10-07,23.77,23.8399,22.9,23.16
2016-10-10,23.4,24.04,23.24,23.59
2016-10-11,23.42,23.715,22.72,22.94
2016-10-12,22.85,23.36,22.55,22.69
2016-10-13,22.49,22.79,21.84,22.77
2016-10-14,22.85,23.08,22.12,22.18
