Date,Open,High,Low,Close
2016-09-14,17.91,18.19,17.91,17.96
2016-09-15,17.99,18.15,17.99,18.13
2016-09-16,18.15,18.5,18.05,18.39
2016-09-19,18.36,18.6393,18.36,18.54
2016-09-20,18.6,18.68,18.4301,18.52
2016-09-21,18.61,18.69,18.545,18.67
2016-09-22,18.645,18.82,18.64,18.74
2016-09-23,18.75,18.76,18.58,18.63
2016-09-26,18.54,18.54,18.01,18.07
2016-09-27,18.08,18.3,17.96,18.24
2016-09-28,18.2,18.46,18.04,18.43
2016-09-29,18.48,18.48,18.155,18.21
2016-09-30,18.3,18.87,18.3,18.76
2016-10-03,18.73,18.73,18.23,18.29
2016-10-04,18.33,18.46,17.915,18.32
2016-10-05,18.59,18.74,18.41,18.66
2016-10-06,18.47,18.74,18.41,18.68
2016-10-07,18.51,18.99,18.51,18.88
2016-10-10,18.97,19.1,18.94,19.07
2016-10-11,19.09,19.14,18.72,18.72
2016-10-12,18.9699,18.9899,18.71,18.84
2016-10-13,18.67,18.67,18.32,18.38
2016-10-14,18.4,18.4,18.08,18.33
