Date,Open,High,Low,Close
2015-10-15,12.8,12.8,12.8,12.8
2015-10-19,13.14,13.15,13.1,13.1
2015-10-20,13.65,13.65,13.65,13.65
2015-10-21,16.23,16.23,13.9458,13.9458
2015-10-26,14.15,14.25,14.15,14.15
2015-10-27,14.06,14.25,14.05,14.25
2015-10-28,14.25,14.25,13.86,13.86
2015-10-29,13.9,13.9,13.9,13.9
2015-10-30,14,14,14,14
2015-11-02,14.205,14.205,14.205,14.205
2015-11-03,14.35,14.35,14.35,14.35
2015-11-04,14.2,14.22,14.2,14.22
2015-11-09,14,14.0001,14,14.0001
2015-11-12,14,14,13.85,13.85
2015-11-18,13.5,13.69,13.5,13.69
2015-11-19,13.6,14,13.6,14
2015-11-20,14.04,14.04,14.04,14.04
2015-11-25,14.26,14.26,14.1,14.1
2015-12-01,13.89,13.9,13.89,13.9
2015-12-02,13.826,13.826,13.826,13.826
2015-12-03,13.89,14.06,13.88,13.9
2015-12-04,13.9,13.9,13.9,13.9
2015-12-08,14,14,13.7,13.7101
2015-12-09,13.71,13.71,13.7,13.71
2015-12-10,13.671,13.72,13.65,13.65
2015-12-11,13.81,13.81,13.6,13.6
2015-12-14,NaN,NaN,NaN,13.55
2015-12-15,13.7,13.7,13.7,13.7
2015-12-16,13.7,13.7,13.7,13.7
2015-12-17,13.7,13.7,13.7,13.7
2015-12-18,14.3,14.3,14.3,14.3
2015-12-21,13.75,13.76,13.75,13.76
2015-12-22,13.723700000000001,13.77,13.6501,13.77
2015-12-23,13.700099999999999,13.700099999999999,13.700099999999999,13.700099999999999
2015-12-24,13.700099999999999,13.700099999999999,13.700099999999999,13.700099999999999
2015-12-28,13.700099999999999,13.700099999999999,13.700099999999999,13.700099999999999
2015-12-29,13.6001,13.71,13.6001,13.7
2015-12-30,13.74,13.74,13.74,13.74
2015-12-31,13.74,13.74,13.74,13.74
2016-01-04,13.9,13.9,13.6,13.6
2016-01-05,13.63,13.88,13.63,13.88
2016-01-06,14,14,13.88,13.88
2016-01-07,13.85,13.85,13.85,13.85
2016-01-08,13.85,13.85,13.85,13.85
2016-01-11,13.85,13.85,13.85,13.85
2016-01-12,13.85,13.85,13.85,13.85
2016-01-13,13.85,13.85,13.85,13.85
2016-01-14,13.4,13.4728,13.4,13.4728
2016-01-15,13.4728,13.4728,13.4728,13.4728
2016-01-19,13.33,13.34,13.33,13.34
2016-01-20,13.27,13.388,13.27,13.388
2016-01-21,13.9,13.98,13.9,13.98
2016-01-22,13.98,13.98,13.98,13.98
2016-01-25,13.98,13.98,13.98,13.98
2016-01-26,13.7,13.9,13.7,13.9
2016-01-27,13.75,13.7767,13.7,13.7767
2016-01-28,13.7767,13.7767,13.7767,13.7767
2016-01-29,13.7,14.3,13.7,13.7
2016-02-01,14.1,14.1,14.1,14.1
2016-02-02,14.1,14.1,14.1,14.1
2016-02-03,13.700099999999999,13.700099999999999,13.7,13.7
2016-02-04,13.8,13.8,13.71,13.71
2016-02-05,13.6601,13.8,13.66,13.8
2016-02-08,13.65,13.7,13.65,13.7
2016-02-09,13.7,13.7,13.7,13.7
2016-02-10,13.8158,13.8158,13.8158,13.8158
2016-02-11,13.56,13.56,13.44,13.44
2016-02-12,13.54,14.3,13.54,13.9
2016-02-16,13.9,13.9,13.88,13.88
2016-02-17,13.58,13.6999,13.55,13.699
2016-02-18,13.6458,13.67,13.6415,13.67
2016-02-19,13.704,13.704,13.7,13.703
2016-02-22,13.75,13.75,13.75,13.75
2016-02-23,13.98,13.98,13.75,13.75
2016-02-24,13.75,13.75,13.75,13.75
2016-02-25,13.75,13.75,13.75,13.75
2016-02-26,13.9,13.9,13.9,13.9
2016-02-29,13.9977,13.9977,13.77,13.9
2016-03-01,13.99,14,13.99,14
2016-03-02,14,14,14,13.793
2016-03-03,13.793,13.793,13.793,14
2016-03-04,14.01,14.03,14.01,14.01
2016-03-07,14.01,14.01,14.01,14
2016-03-08,13.77,13.8,13.77,14
2016-03-09,13.8,13.8,13.8,13.8
2016-03-10,13.84,13.84,13.8,13.8
2016-03-11,13.8,13.8,13.8,13.95
2016-03-15,13.83,14.15,13.83,14
2016-03-16,14.24,14.24,13.82,13.9
2016-03-17,13.9,13.9,13.9,13.9
2016-03-18,13.75,13.75,13.18,13.18
2016-03-21,13.9,13.9,13.9,13.9
2016-03-22,13.9,13.9,13.9,13.9
2016-03-23,13.9,13.9,13.9,13.9
2016-03-24,14.2499,14.2499,14.2499,13.9678
2016-03-29,14,14,13.9,13.9
2016-03-30,13.7858,13.7858,13.7858,13.9
2016-03-31,13.8,13.8,13.8,13.8
2016-04-01,13.9952,13.9952,13.9952,13.9952
2016-04-04,13.9952,13.9952,13.9952,13.9952
2016-04-05,13.9952,13.9952,13.9952,13.9952
2016-04-06,13.9952,13.9952,13.9952,14.1
2016-04-07,14.1,14.1,14.1,14.1
2016-04-08,13.8699,13.8699,13.8699,13.8699
2016-04-11,13.8699,13.8699,13.8699,13.8699
2016-04-12,13.8699,13.8699,13.8699,13.8699
2016-04-13,13.8699,13.8699,13.8699,13.8699
2016-04-14,13.8699,13.8699,13.8699,13.8699
2016-04-15,14.1,14.1,14,14.1
2016-04-18,14.1,14.1,14.1,14.1
2016-04-19,13.78,13.82,13.76,13.76
2016-04-20,13.9,14.14,13.9,14.14
2016-04-21,14.14,14.14,14.14,14.14
2016-04-22,14.15,14.15,14.0264,14.0336
2016-04-25,14.0336,14.0336,14.0336,14.0336
2016-04-26,14.0336,14.0336,14.0336,14.0336
2016-04-27,14.0336,14.0336,14.0336,14.0336
2016-04-28,14.0336,14.0336,14.0336,14.0336
2016-04-29,14.0336,14.0336,14.0336,14.0336
2016-05-02,14.09,14.09,14.09,14.09
2016-05-03,14.03,14.03,14.03,14.03
2016-05-04,14.03,14.03,14.03,14.03
2016-05-05,14.03,14.03,14.03,14.03
