Date,Open,High,Low,Close
2016-07-14,2,2.07,1.97,2.05
2016-07-15,2.05,2.07,2.01,2.02
2016-07-18,2.05,2.08,2.01,2.06
2016-07-19,2.02,2.08,2,2.01
2016-07-20,2.01,2.05,2.005,2.03
2016-07-21,2,2.03,1.99,2.01
2016-07-22,1.99,2.09,1.97,2.04
2016-07-25,2.04,2.09,2.005,2.09
2016-07-26,2.09,2.1,1.96,2.07
2016-07-27,2.07,2.07,2,2.01
2016-07-28,2.01,2.04,2,2.01
2016-07-29,2.03,2.03,1.8,1.8900000000000001
2016-08-01,1.9,2.03,1.8900000000000001,1.99
2016-08-02,1.96,2,1.9100000000000001,1.94
2016-08-03,1.9,2.04,1.9,2.02
2016-08-04,2.02,2.04,1.97,2
2016-08-05,2.01,2.1,2,2.1
2016-08-08,2.12,2.14,2.0835,2.13
2016-08-09,2.15,2.165,2.07,2.08
2016-08-10,2.05,2.08,1.98,2.03
2016-08-11,2.02,2.04,1.98,1.98
2016-08-12,2,2.0568,1.98,2.04
2016-08-15,2.05,2.06,1.98,2
2016-08-16,1.98,2,1.96,2
2016-08-17,2,2,1.9300000000000002,1.95
2016-08-18,1.96,1.98,1.95,1.97
2016-08-19,1.97,1.99,1.95,1.97
2016-08-22,1.95,1.97,1.94,1.95
2016-08-23,1.94,1.98,1.94,1.97
2016-08-24,2.01,2.01,1.92,1.9300000000000002
2016-08-25,1.9100000000000001,1.97,1.9,1.96
2016-08-26,1.94,1.99,1.9300000000000002,1.94
2016-08-29,1.9100000000000001,1.97,1.9100000000000001,1.95
2016-08-30,1.94,1.96,1.92,1.92
2016-08-31,1.9300000000000002,1.94,1.87,1.88
2016-09-01,1.88,1.95,1.88,1.95
2016-09-02,1.96,1.96,1.9100000000000001,1.95
2016-09-06,1.95,2.06,1.95,2.06
2016-09-07,2.08,2.16,2.05,2.15
2016-09-08,2.15,2.33,2.13,2.32
2016-09-09,2.31,2.34,2.09,2.2
2016-09-12,2.16,2.26,2.11,2.23
2016-09-13,2.23,2.29,2.08,2.11
2016-09-14,2.11,2.16,2.04,2.05
2016-09-15,2.11,2.31,2.11,2.19
2016-09-16,2.2,2.2195,2.13,2.18
2016-09-19,2.2,2.22,2.15,2.22
2016-09-20,2.22,2.29,2.2113,2.2800000000000002
2016-09-21,2.3,2.33,2.25,2.33
2016-09-22,2.34,2.38,2.32,2.37
2016-09-23,2.38,2.39,2.32,2.33
2016-09-26,2.35,2.35,2.29,2.3
2016-09-27,2.2800000000000002,2.35,2.2800000000000002,2.32
2016-09-28,2.35,2.35,2.3,2.3
2016-09-29,2.31,2.31,2.24,2.2800000000000002
2016-09-30,2.31,2.39,2.27,2.35
2016-10-03,2.39,2.39,2.2800000000000002,2.32
2016-10-04,2.32,2.35,2.29,2.33
2016-10-05,2.34,2.61,2.31,2.5
2016-10-06,2.51,2.55,2.4,2.54
2016-10-07,2.55,2.61,2.46,2.6
2016-10-10,2.64,2.67,2.59,2.63
2016-10-11,2.66,2.67,2.5300000000000002,2.57
2016-10-12,2.59,2.69,2.54,2.67
2016-10-13,2.61,2.68,2.55,2.65
2016-10-14,2.66,2.6790000000000003,2.49,2.54
