Date,Open,High,Low,Close
2016-09-14,17.83,17.86,17.44,17.48
2016-09-15,17.43,17.59,17.27,17.58
2016-09-16,17.63,17.63,17.3,17.46
2016-09-19,17.48,17.63,17.41,17.55
2016-09-20,17.55,17.79,17.55,17.77
2016-09-21,17.77,18.11,17.75,17.98
2016-09-22,18.07,18.07,17.1218,17.95
2016-09-23,17.9,18,17.79,17.85
2016-09-26,17.74,17.74,17.45,17.47
2016-09-27,17.45,17.69,17.23,17.58
2016-09-28,17.69,18.04,17.69,17.89
2016-09-29,17.83,18.08,17.53,17.55
2016-09-30,17.66,17.99,17.57,17.73
2016-10-03,17.71,17.75,17.089,17.58
2016-10-04,17.57,17.78,17.56,17.74
2016-10-05,17.71,18.1,17.47,17.99
2016-10-06,18.05,18.09,17.86,18.06
2016-10-07,18.08,18.12,17.82,18.05
2016-10-10,18.09,18.28,18.09,18.26
2016-10-11,18.31,18.4,17.95,18.06
2016-10-12,18.11,18.24,18.015,18.12
2016-10-13,18.04,18.04,17.73,17.93
2016-10-14,18.07,18.3,17.92,18
